Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
2/12/2019,151310,Female,19,Single,Louisiana,Platinum,workers,Card,0,1711.6
2/12/2019,151311,Female,41,Married,Utah,Basic,self-employed,Other,0,1178.02
2/12/2019,151312,Male,32,Married,Florida,Silver,Employees,PayPal,1,15.37
2/12/2019,151313,Male,76,Single,Michigan,Silver,Unemployment,PayPal,1,764.34
2/12/2019,151314,Female,55,Married,Kansas,Platinum,Employees,PayPal,1,329.18
2/13/2019,151315,Female,72,Single,South Dakota,Basic,Unemployment,Other,0,1380
2/13/2019,151316,Male,56,Single,Virginia,Platinum,self-employed,PayPal,1,46.72
2/13/2019,151317,Male,74,Single,Connecticut,Basic,workers,Other,1,560.13
2/13/2019,151318,Female,34,Married,Kentucky,Platinum,workers,Other,1,
2/13/2019,151319,Female,54,Married,Georgia,Basic,Unemployment,Other,,1034.15
2/14/2019,151320,Female,31,Married,Washington,Missing,self-employed,Card,1,2508.55
2/14/2019,151321,Female,69,Single,Montana,Basic,self-employed,PayPal,1,2906.08
2/15/2019,151322,Male,52,Single,Michigan,Gold,Unemployment,PayPal,1,1093.33
2/15/2019,151323,Female,15,Married,Alaska,Basic,self-employed,Other,0,1408.1
2/16/2019,151324,Male,74,Single,Wisconsin,Basic,workers,Card,0,490.37
2/16/2019,151325,Female,68,Single,Rhode Island,Basic,Employees,PayPal,1,
2/17/2019,151326,Male,24,Married,Louisiana,Missing,Employees,Other,0,1204.03
2/17/2019,151327,Female,77,Single,Kansas,Platinum,self-employed,PayPal,0,200.58
2/18/2019,151328,Female,16,Married,Georgia,Basic,workers,PayPal,0,1253.32
2/19/2019,151329,Female,33,Single,Kentucky,Basic,Employees,Card,0,1486.32
2/19/2019,151330,Male,26,Married,Idaho,Basic,Unemployment,PayPal,0,1461.49
2/20/2019,151331,Male,28,Single,West Virginia,Platinum,workers,Card,1,1893.16
2/20/2019,151332,Female,49,Married,Nebraska,Basic,Employees,PayPal,1,1321.7
2/20/2019,151333,Male,52,Married,New Mexico,Basic,workers,Other,0,861.26
2/21/2019,151334,Male,18,Single,Alabama,Silver,Employees,Other,0,459.47
2/21/2019,151335,Male,71,Single,Oregon,Basic,workers,PayPal,0,685.01
2/21/2019,151336,Male,22,Married,New Mexico,Gold,workers,PayPal,0,1862.93
2/21/2019,151337,Female,54,Married,Michigan,Basic,Unemployment,PayPal,1,2831.72
2/21/2019,151338,Female,77,Married,Montana,Basic,workers,Other,1,875.44
2/21/2019,151339,Male,59,Married,Ohio,Basic,Employees,Other,1,435.79
2/22/2019,151340,Male,61,Married,California,Basic,self-employed,PayPal,1,670.59
2/23/2019,151341,Female,45,Married,Montana,Basic,Employees,PayPal,0,2497.39
2/23/2019,151342,Male,39,Married,Pennsylvania,Silver,workers,Other,1,93.11
2/24/2019,151343,Male,16,Married,Oklahoma,Gold,Employees,Card,1,2497.12
2/25/2019,151344,Female,28,Single,North Dakota,Silver,Employees,Card,1,1733.65
2/26/2019,151345,Male,25,Married,West Virginia,Basic,Employees,PayPal,1,2746.61
2/26/2019,151346,Female,42,Married,Arkansas,Silver,Employees,Card,1,2789.59
2/26/2019,151347,Female,28,Married,California,Basic,Employees,PayPal,1,1287.31
2/27/2019,151348,Male,63,Married,Arizona,Gold,Employees,PayPal,1,1747.91
2/28/2019,151349,Male,46,Single,Rhode Island,Platinum,workers,PayPal,,214.92
2/28/2019,151350,Female,78,Single,Michigan,Basic,Employees,PayPal,0,2555.05
3/1/2019,151351,Female,75,Married,Oklahoma,Basic,self-employed,Other,1,1319.12
3/1/2019,151352,Female,64,Married,New York,Basic,Employees,PayPal,1,1581.77
3/2/2019,151353,Female,28,Single,Vermont,Silver,workers,Other,1,2422.79
3/2/2019,151354,Female,42,Single,Illinois,Silver,Employees,Card,1,971.01
3/2/2019,151355,Female,66,Married,Georgia,Basic,Employees,PayPal,1,783.89
3/3/2019,151356,Female,62,Married,Mississippi,Silver,Unemployment,Other,1,503.49
3/3/2019,151357,Male,15,Married,Florida,Gold,Employees,Other,1,1790.9
3/3/2019,151358,Male,76,Married,Georgia,Missing,workers,Other,1,1832.59
3/4/2019,151359,Female,53,Married,Nevada,Platinum,self-employed,PayPal,0,71.73
3/4/2019,151360,Male,39,Married,Idaho,Basic,Employees,PayPal,1,2486.94
3/4/2019,151361,Female,58,Married,North Carolina,Silver,Employees,PayPal,1,520.69
3/5/2019,151362,Female,30,Married,New Jersey,Gold,Employees,Card,1,918.51
3/5/2019,151363,Female,17,Single,West Virginia,Basic,self-employed,PayPal,1,1070.97
3/5/2019,151364,,40,Married,Colorado,Missing,self-employed,PayPal,1,1089.97
3/6/2019,151365,Female,20,Married,Georgia,Silver,self-employed,PayPal,1,1618.44
3/6/2019,151366,Male,46,Married,Alaska,Platinum,Unemployment,Other,1,2417.73
3/6/2019,151367,Female,36,Single,Iowa,Basic,,PayPal,1,677.36
3/7/2019,151368,Female,20,Married,New York,Basic,workers,PayPal,,2694.2
3/7/2019,151369,Female,20,Single,Minnesota,Basic,Employees,PayPal,0,922.31
3/7/2019,151370,Female,30,Married,Maryland,Platinum,workers,PayPal,1,350.68
3/7/2019,151371,Male,40,Married,Rhode Island,Silver,workers,Card,1,1152.11
3/7/2019,151372,Male,45,Single,Ohio,Basic,Employees,Other,1,1742.52
3/8/2019,151373,Female,17,Single,Hawaii,Silver,Employees,Card,1,655.42
3/8/2019,151374,Female,40,Married,Idaho,Silver,workers,Other,0,1977.22
3/9/2019,151375,Female,47,Married,West Virginia,Basic,workers,Other,0,1829.32
3/9/2019,151376,Male,37,Married,Oklahoma,Basic,Employees,Card,,782.67
3/9/2019,151377,Female,55,Single,California,Silver,self-employed,Card,1,
3/10/2019,151378,Female,25,Single,Wyoming,Platinum,Unemployment,Card,1,2740.57
3/10/2019,151379,,32,Single,Arkansas,Basic,workers,Other,1,215.16
3/10/2019,151380,Female,17,Married,Mississippi,Basic,Unemployment,Card,1,1277.84
3/11/2019,151381,Male,47,Single,Alabama,Basic,Employees,PayPal,,1500.59
3/12/2019,151382,Female,62,Married,New Mexico,Platinum,Employees,Card,0,103.59
3/12/2019,151383,Male,33,Married,Delaware,Basic,Employees,Other,1,1064.87
3/13/2019,151384,Female,72,Married,Nevada,Basic,self-employed,Other,,89.91
3/13/2019,151385,Male,43,Married,Missouri,Silver,Employees,Card,0,2903.96
3/13/2019,151386,Female,34,Married,Alaska,Missing,workers,Card,0,1493.1
3/14/2019,151387,Female,49,Married,Oklahoma,Missing,Employees,PayPal,0,2562.52
3/14/2019,151388,Male,25,Single,Maine,Gold,workers,Other,1,
3/14/2019,151389,Female,19,Married,Tennessee,Silver,workers,PayPal,,1003.62
3/14/2019,151390,Male,47,Single,Wyoming,Gold,Unemployment,Other,1,234.19
3/14/2019,151391,Female,15,Married,Wyoming,Basic,Employees,PayPal,1,2089.53
3/15/2019,151392,Male,66,Married,Massachusetts,Silver,workers,PayPal,1,2698.5
3/15/2019,151393,Female,37,Married,Arizona,Basic,Employees,Other,1,
3/15/2019,151394,Male,62,Single,Texas,Silver,Employees,Card,0,69.84
3/16/2019,151395,,67,Single,Illinois,Gold,Employees,Card,1,2562.33
3/16/2019,151396,Male,21,Single,Minnesota,Platinum,workers,PayPal,1,2635.13
3/16/2019,151397,Male,75,Single,Kentucky,Platinum,Unemployment,Card,1,
3/17/2019,151398,Male,17,Married,Nevada,Silver,Employees,Other,1,1092.95
3/17/2019,151399,Female,62,Married,Massachusetts,Gold,self-employed,Card,1,
3/17/2019,151400,,15,Single,Maine,Basic,workers,Card,1,1038.55
3/18/2019,151401,Male,64,Single,North Carolina,Platinum,Unemployment,Card,1,2590.51
3/19/2019,151402,Male,54,Single,North Dakota,Basic,Employees,Card,1,1659.73
3/20/2019,151403,Female,45,Single,Montana,Platinum,Employees,PayPal,1,968.41
3/20/2019,151404,Female,43,Married,Maine,Silver,workers,PayPal,0,705.68
3/20/2019,151405,Male,26,Married,Minnesota,Basic,Employees,Card,0,982.4
3/21/2019,151406,Male,17,Single,North Carolina,Basic,self-employed,Other,1,1390.46
3/21/2019,151407,Male,78,Married,Idaho,Silver,workers,Card,0,378.43
3/21/2019,151408,Female,65,Married,Vermont,Platinum,Employees,Card,1,61.35
3/21/2019,151409,Male,19,Single,Massachusetts,Basic,Unemployment,PayPal,1,1081.9
3/21/2019,151410,Male,65,Married,Nebraska,Basic,Employees,Card,1,
3/21/2019,151411,Female,35,Single,New Mexico,Basic,workers,PayPal,0,2878.76
3/22/2019,151412,Female,41,Married,Michigan,Silver,Employees,PayPal,1,225.14
3/22/2019,151413,Male,59,Single,Missouri,Platinum,workers,Other,1,2452.97
3/22/2019,151414,Female,64,Married,Vermont,Platinum,workers,Other,1,2054.68
3/23/2019,151415,Female,15,Single,New York,Basic,self-employed,PayPal,1,1690.62
3/23/2019,151416,Female,58,Married,Kentucky,Basic,Employees,PayPal,,931.82
3/23/2019,151417,Male,62,Married,Vermont,Basic,Employees,Card,1,2875.62
3/23/2019,151418,Male,41,Single,Virginia,Basic,Employees,Card,1,1326.62
3/23/2019,151419,,62,Married,North Carolina,Silver,Employees,PayPal,1,2909.85
3/24/2019,151420,Female,18,Single,Florida,Silver,workers,PayPal,1,2493.01
3/24/2019,151421,Male,63,Married,Indiana,Gold,self-employed,Card,1,414.51
3/25/2019,151422,Female,71,Married,Oklahoma,Gold,workers,PayPal,1,1865.09
3/25/2019,151423,Female,38,Married,Nebraska,Silver,self-employed,PayPal,0,
3/25/2019,151424,Female,51,Married,Oklahoma,Platinum,workers,PayPal,1,1165.53
3/25/2019,151425,Male,76,Single,Delaware,Basic,Employees,Card,1,
3/25/2019,151426,Female,78,Single,Indiana,Basic,Employees,PayPal,1,1264.81
3/26/2019,151427,Male,70,Married,South Dakota,Platinum,Employees,PayPal,1,1989.96
3/26/2019,151428,Female,59,Single,West Virginia,Basic,workers,PayPal,0,
3/27/2019,151429,Male,16,Married,Idaho,Basic,self-employed,PayPal,1,387.77
3/28/2019,151430,Female,18,Single,Illinois,Basic,Unemployment,PayPal,1,2589.36
3/29/2019,151431,Female,53,Single,Virginia,Platinum,workers,PayPal,0,1494.1
3/29/2019,151432,Female,47,Single,South Carolina,Silver,workers,Card,1,2779.66
3/29/2019,151433,Male,57,Married,New Jersey,Platinum,Unemployment,Other,1,841.23
3/29/2019,151434,,47,Married,South Dakota,Platinum,workers,Other,1,
3/29/2019,151435,Male,19,Married,Massachusetts,Gold,workers,Other,1,2694.54
3/29/2019,151436,Male,64,Single,Mississippi,Basic,Employees,Card,0,2432.67
3/29/2019,151437,Male,57,Single,Nevada,Basic,self-employed,PayPal,1,80.64
3/30/2019,151438,Female,67,Married,South Carolina,Basic,workers,PayPal,1,2960.41
3/30/2019,151439,Female,53,Married,New Hampshire,Basic,workers,Other,0,2600.69
3/30/2019,151440,Female,68,Married,Ohio,Basic,Employees,PayPal,1,550.44
3/31/2019,151441,Female,44,Single,Virginia,Platinum,,PayPal,,1226.06
3/31/2019,151442,Female,78,Married,New York,Missing,Employees,PayPal,,2959.54
3/31/2019,151443,Female,76,Single,Vermont,Platinum,Employees,Other,1,1672.01
3/31/2019,151444,Female,60,Single,New Jersey,Basic,self-employed,Card,1,1891.16
3/31/2019,151445,Female,45,Married,Arizona,Basic,workers,Card,1,1692.07
4/1/2019,151446,Male,54,Single,West Virginia,Gold,self-employed,PayPal,1,485.43
4/1/2019,151447,Female,57,Single,Georgia,Basic,Unemployment,PayPal,1,625.29
4/1/2019,151448,Male,48,Single,Wisconsin,Basic,self-employed,PayPal,1,1471.54
4/2/2019,151449,,62,Married,New Mexico,Gold,self-employed,PayPal,0,1200.69
4/2/2019,151450,Male,27,Single,California,Basic,Employees,PayPal,1,1929.33
4/2/2019,151451,Female,66,Married,Washington,Missing,workers,PayPal,1,
4/2/2019,151452,Male,57,Married,Texas,Silver,Employees,PayPal,1,2670.72
4/2/2019,151453,Female,46,Married,Pennsylvania,Basic,Employees,Card,1,
4/3/2019,151454,Male,34,Married,Texas,Basic,self-employed,Card,0,1901.16
4/4/2019,151455,Female,48,Married,Alaska,Gold,workers,Card,0,1728.06
4/4/2019,151456,Female,,Married,New Mexico,Basic,Unemployment,Card,1,2863.62
4/4/2019,151457,Female,49,Single,Hawaii,Basic,workers,PayPal,1,1822.31
4/4/2019,151458,Female,77,Single,Arizona,Basic,self-employed,Card,0,711.52
4/5/2019,151459,Male,58,Married,California,Platinum,workers,Card,0,
4/5/2019,151460,Male,28,Married,Louisiana,Platinum,workers,PayPal,0,
4/6/2019,151461,Female,15,Married,Arizona,Basic,self-employed,PayPal,1,198.48
4/6/2019,151462,Female,58,Married,Mississippi,Basic,workers,PayPal,1,418.28
4/6/2019,151463,Male,27,Single,Oregon,Silver,workers,PayPal,0,913.81
4/7/2019,151464,Female,64,Married,Massachusetts,Gold,self-employed,PayPal,0,
4/7/2019,151465,Female,36,Married,Texas,Platinum,Employees,Card,0,1608.01
4/7/2019,151466,Male,43,Married,Montana,Basic,Unemployment,PayPal,1,2681.13
4/7/2019,151467,Female,,Married,Nevada,Basic,self-employed,Card,1,2414.29
4/7/2019,151468,Female,59,Married,Iowa,Gold,Employees,PayPal,0,2410.23
4/8/2019,151469,Female,73,Married,Texas,Basic,workers,PayPal,1,63.2
4/8/2019,151470,Female,32,Married,New York,Gold,Unemployment,Other,,522.24
4/8/2019,151471,Female,51,Married,South Dakota,Silver,workers,PayPal,1,2558.27
4/8/2019,151472,Female,51,Married,Vermont,Basic,self-employed,Other,1,603.47
4/9/2019,151473,Female,45,Single,Colorado,Silver,Employees,Card,0,2790.3
4/10/2019,151474,Female,50,Married,South Carolina,Platinum,Employees,PayPal,1,801.07
4/10/2019,151475,Female,56,Married,Wyoming,Basic,Employees,PayPal,1,250.81
4/10/2019,151476,Female,74,Married,Florida,Basic,workers,Other,1,2076.39
4/10/2019,151477,Female,49,Married,Oklahoma,Platinum,workers,PayPal,,2692.4
4/10/2019,151478,Male,22,Single,Pennsylvania,Basic,Employees,PayPal,1,2928.57
4/11/2019,151479,Female,71,Single,Vermont,Platinum,Employees,PayPal,1,1707.96
4/11/2019,151480,Male,59,Married,Mississippi,Basic,self-employed,Card,1,2501.05
4/11/2019,151481,Female,46,Married,Oklahoma,Basic,Employees,Card,1,1757.27
4/11/2019,151482,Male,47,Single,Georgia,Platinum,workers,PayPal,1,1994.46
4/11/2019,151483,Female,,Single,Indiana,Silver,workers,PayPal,0,1925
4/11/2019,151484,Male,56,Single,Florida,Missing,workers,Other,1,1600.96
4/12/2019,151485,Female,55,Married,Arizona,Basic,self-employed,Other,1,2773.68
4/12/2019,151486,Male,43,Single,Nebraska,Silver,self-employed,PayPal,1,2749.66
4/12/2019,151487,Male,61,Married,Massachusetts,Gold,Employees,Other,1,
4/13/2019,151488,Female,37,Single,Arizona,Silver,workers,Other,1,1733.91
4/13/2019,151489,Male,39,Single,Mississippi,Silver,,Card,0,329.2
4/13/2019,151490,Female,73,Married,Wisconsin,Basic,Unemployment,PayPal,1,2787.95
4/14/2019,151491,Male,48,Married,California,Platinum,workers,PayPal,1,910.97
4/14/2019,151492,Female,78,Single,Oregon,Silver,workers,PayPal,0,7.44
4/14/2019,151493,Male,53,Single,Colorado,Basic,Employees,Card,1,1342.22
4/15/2019,151494,Male,46,Married,Utah,Missing,Employees,Other,1,
4/15/2019,151495,Female,55,Married,North Dakota,Basic,Employees,PayPal,1,2084.64
4/16/2019,151496,Female,63,Single,Hawaii,Silver,workers,PayPal,0,945.7
4/16/2019,151497,Female,15,Single,South Dakota,Missing,Employees,PayPal,0,1380.2
4/17/2019,151498,Male,57,Single,Kentucky,Basic,Unemployment,PayPal,0,663.43
4/17/2019,151499,Female,50,Married,Indiana,Basic,self-employed,Card,,1394.19
4/17/2019,151500,,37,Single,Missouri,Silver,Employees,PayPal,0,638.49
4/17/2019,151501,Male,28,Single,Alaska,Platinum,Employees,PayPal,0,1834.95
4/17/2019,151502,Male,18,Married,Arizona,Basic,Unemployment,Card,1,1835.84
4/17/2019,151503,Female,35,Single,Illinois,Gold,workers,Card,1,1884.42
4/18/2019,151504,Female,70,Married,Nevada,Basic,Employees,PayPal,1,1176.71
4/19/2019,151505,Female,50,Married,Vermont,Basic,Employees,PayPal,0,53.82
4/19/2019,151506,Female,54,Married,Maine,Platinum,workers,PayPal,0,982.39
4/19/2019,151507,Female,48,Married,Kentucky,Basic,workers,PayPal,1,1690.7
4/20/2019,151508,Female,68,Married,Wyoming,Basic,workers,PayPal,0,
4/20/2019,151509,Female,30,Married,Michigan,Platinum,Employees,PayPal,1,2703.18
4/20/2019,151510,Female,38,Married,Texas,Basic,Employees,PayPal,0,281.95
4/20/2019,151511,Male,32,Married,Hawaii,Basic,self-employed,Other,1,338.98
4/21/2019,151512,Male,67,Married,Pennsylvania,Silver,workers,PayPal,0,883.97
4/21/2019,151513,Female,58,Married,Vermont,Silver,Employees,PayPal,1,2861.87
4/21/2019,151514,Male,31,Married,Oregon,Basic,Unemployment,Other,1,975.49
4/21/2019,151515,Male,42,Single,Ohio,Basic,workers,Other,1,421.83
4/21/2019,151516,Male,62,Married,Alaska,Basic,Employees,Other,1,588.88
4/21/2019,151517,Male,54,Single,New York,Platinum,Employees,Other,0,2463.7
4/21/2019,151518,Male,66,Single,Connecticut,Silver,workers,PayPal,0,639.44
4/21/2019,151519,Female,43,Single,Oklahoma,Basic,workers,PayPal,0,52.2
4/22/2019,151520,Female,37,Married,Oregon,Gold,Employees,PayPal,0,
